LU0000090123456708002MT0000000000;1.9.1;;;;LU0000090123456708002MT0000000000;3.29.0;;;;LU0000090752630500119MT0000000000;1.9.1;;;;LU0000090752630500119MT0000000000;3.29.0;;;
begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit;begin;end;code;value;unit
05.08.2016 01:15;05.08.2016 16:15;220;3.508;KWH;05.08.2016 01:15;05.08.2016 16:15;220;1.850;KAH;05.08.2016 01:15;05.08.2016 16:15;220;0.521;KWH;05.08.2016 01:15;05.08.2016 16:15;220;0.000;KAH
05.08.2016 01:30;05.08.2016 16:30;220;3.404;KWH;05.08.2016 01:30;05.08.2016 16:30;220;1.800;KAH;05.08.2016 01:30;05.08.2016 16:30;220;0.521;KWH;05.08.2016 01:30;05.08.2016 16:30;220;0.000;KAH
05.08.2016 01:45;05.08.2016 16:45;220;3.417;KWH;05.08.2016 01:45;05.08.2016 16:45;220;1.888;KAH;05.08.2016 01:45;05.08.2016 16:45;220;0.511;KWH;05.08.2016 01:45;05.08.2016 16:45;220;0.000;KAH
05.08.2016 02:00;05.08.2016 17:00;220;3.508;KWH;05.08.2016 02:00;05.08.2016 17:00;220;1.888;KAH;05.08.2016 02:00;05.08.2016 17:00;220;0.521;KWH;05.08.2016 02:00;05.08.2016 17:00;220;0.000;KAH
05.08.2016 02:15;05.08.2016 17:15;220;3.417;KWH;05.08.2016 02:15;05.08.2016 17:15;220;1.888;KAH;05.08.2016 02:15;05.08.2016 17:15;220;0.521;KWH;05.08.2016 02:15;05.08.2016 17:15;220;0.000;KAH
05.08.2016 02:30;05.08.2016 17:30;220;3.534;KWH;05.08.2016 02:30;05.08.2016 17:30;220;1.963;KAH;05.08.2016 02:30;05.08.2016 17:30;220;0.511;KWH;05.08.2016 02:30;05.08.2016 17:30;220;0.000;KAH
05.08.2016 02:45;05.08.2016 17:45;220;3.391;KWH;05.08.2016 02:45;05.08.2016 17:45;220;1.875;KAH;05.08.2016 02:45;05.08.2016 17:45;220;0.521;KWH;05.08.2016 02:45;05.08.2016 17:45;220;0.000;KAH
05.08.2016 03:00;05.08.2016 18:00;220;3.625;KWH;05.08.2016 03:00;05.08.2016 18:00;220;2.013;KAH;05.08.2016 03:00;05.08.2016 18:00;220;0.511;KWH;05.08.2016 03:00;05.08.2016 18:00;220;0.000;KAH
05.08.2016 03:15;05.08.2016 18:15;220;3.573;KWH;05.08.2016 03:15;05.08.2016 18:15;220;1.975;KAH;05.08.2016 03:15;05.08.2016 18:15;220;0.521;KWH;05.08.2016 03:15;05.08.2016 18:15;220;0.000;KAH
05.08.2016 03:30;05.08.2016 18:30;220;3.534;KWH;05.08.2016 03:30;05.08.2016 18:30;220;2.075;KAH;05.08.2016 03:30;05.08.2016 18:30;220;0.521;KWH;05.08.2016 03:30;05.08.2016 18:30;220;0.000;KAH
05.08.2016 03:45;05.08.2016 18:45;220;3.833;KWH;05.08.2016 03:45;05.08.2016 18:45;220;2.250;KAH;05.08.2016 03:45;05.08.2016 18:45;220;0.521;KWH;05.08.2016 03:45;05.08.2016 18:45;220;0.000;KAH
05.08.2016 04:00;05.08.2016 19:00;220;3.612;KWH;05.08.2016 04:00;05.08.2016 19:00;220;2.025;KAH;05.08.2016 04:00;05.08.2016 19:00;220;0.511;KWH;05.08.2016 04:00;05.08.2016 19:00;220;0.000;KAH
05.08.2016 04:15;05.08.2016 19:15;220;3.482;KWH;05.08.2016 04:15;05.08.2016 19:15;220;2.025;KAH;05.08.2016 04:15;05.08.2016 19:15;220;0.521;KWH;05.08.2016 04:15;05.08.2016 19:15;220;0.000;KAH
05.08.2016 04:30;05.08.2016 19:30;220;3.521;KWH;05.08.2016 04:30;05.08.2016 19:30;220;1.913;KAH;05.08.2016 04:30;05.08.2016 19:30;220;0.521;KWH;05.08.2016 04:30;05.08.2016 19:30;220;0.000;KAH
05.08.2016 04:45;05.08.2016 19:45;220;3.664;KWH;05.08.2016 04:45;05.08.2016 19:45;220;2.013;KAH;05.08.2016 04:45;05.08.2016 19:45;220;0.511;KWH;05.08.2016 04:45;05.08.2016 19:45;220;0.000;KAH
05.08.2016 05:00;05.08.2016 20:00;220;3.651;KWH;05.08.2016 05:00;05.08.2016 20:00;220;2.075;KAH;05.08.2016 05:00;05.08.2016 20:00;220;0.521;KWH;05.08.2016 05:00;05.08.2016 20:00;220;0.000;KAH
05.08.2016 05:15;05.08.2016 20:15;220;3.768;KWH;05.08.2016 05:15;05.08.2016 20:15;220;2.163;KAH;05.08.2016 05:15;05.08.2016 20:15;220;0.521;KWH;05.08.2016 05:15;05.08.2016 20:15;220;0.000;KAH
05.08.2016 05:30;05.08.2016 20:30;220;3.274;KWH;05.08.2016 05:30;05.08.2016 20:30;220;1.675;KAH;05.08.2016 05:30;05.08.2016 20:30;220;0.511;KWH;05.08.2016 05:30;05.08.2016 20:30;220;0.000;KAH
05.08.2016 05:45;05.08.2016 20:45;220;3.534;KWH;05.08.2016 05:45;05.08.2016 20:45;220;1.900;KAH;05.08.2016 05:45;05.08.2016 20:45;220;0.521;KWH;05.08.2016 05:45;05.08.2016 20:45;220;0.000;KAH
05.08.2016 06:00;05.08.2016 21:00;220;3.482;KWH;05.08.2016 06:00;05.08.2016 21:00;220;1.950;KAH;05.08.2016 06:00;05.08.2016 21:00;220;0.511;KWH;05.08.2016 06:00;05.08.2016 21:00;220;0.000;KAH
05.08.2016 06:15;05.08.2016 21:15;220;3.729;KWH;05.08.2016 06:15;05.08.2016 21:15;220;2.075;KAH;05.08.2016 06:15;05.08.2016 21:15;220;0.511;KWH;05.08.2016 06:15;05.08.2016 21:15;220;0.000;KAH
05.08.2016 06:30;05.08.2016 21:30;220;3.378;KWH;05.08.2016 06:30;05.08.2016 21:30;220;1.725;KAH;05.08.2016 06:30;05.08.2016 21:30;220;0.521;KWH;05.08.2016 06:30;05.08.2016 21:30;220;0.000;KAH
05.08.2016 06:45;05.08.2016 21:45;220;3.339;KWH;05.08.2016 06:45;05.08.2016 21:45;220;1.713;KAH;05.08.2016 06:45;05.08.2016 21:45;220;0.511;KWH;05.08.2016 06:45;05.08.2016 21:45;220;0.000;KAH
05.08.2016 07:00;05.08.2016 22:00;220;3.456;KWH;05.08.2016 07:00;05.08.2016 22:00;220;1.813;KAH;05.08.2016 07:00;05.08.2016 22:00;220;0.511;KWH;05.08.2016 07:00;05.08.2016 22:00;220;0.000;KAH
05.08.2016 07:15;05.08.2016 22:15;220;3.612;KWH;05.08.2016 07:15;05.08.2016 22:15;220;1.863;KAH;05.08.2016 07:15;05.08.2016 22:15;220;0.511;KWH;05.08.2016 07:15;05.08.2016 22:15;220;0.000;KAH
05.08.2016 07:30;05.08.2016 22:30;220;3.651;KWH;05.08.2016 07:30;05.08.2016 22:30;220;1.650;KAH;05.08.2016 07:30;05.08.2016 22:30;220;0.521;KWH;05.08.2016 07:30;05.08.2016 22:30;220;0.000;KAH
05.08.2016 07:45;05.08.2016 22:45;220;3.846;KWH;05.08.2016 07:45;05.08.2016 22:45;220;1.788;KAH;05.08.2016 07:45;05.08.2016 22:45;220;0.511;KWH;05.08.2016 07:45;05.08.2016 22:45;220;0.000;KAH
05.08.2016 08:00;05.08.2016 23:00;220;3.807;KWH;05.08.2016 08:00;05.08.2016 23:00;220;1.725;KAH;05.08.2016 08:00;05.08.2016 23:00;220;3.506;KWH;05.08.2016 08:00;05.08.2016 23:00;220;0.000;KAH
05.08.2016 08:15;05.08.2016 23:15;220;6.017;KWH;05.08.2016 08:15;05.08.2016 23:15;220;2.863;KAH;05.08.2016 08:15;05.08.2016 23:15;220;8.134;KWH;05.08.2016 08:15;05.08.2016 23:15;220;0.000;KAH
05.08.2016 08:30;05.08.2016 23:30;220;7.759;KWH;05.08.2016 08:30;05.08.2016 23:30;220;3.138;KAH;05.08.2016 08:30;05.08.2016 23:30;220;8.259;KWH;05.08.2016 08:30;05.08.2016 23:30;220;0.000;KAH
05.08.2016 08:45;05.08.2016 23:45;220;8.630;KWH;05.08.2016 08:45;05.08.2016 23:45;220;3.175;KAH;05.08.2016 08:45;05.08.2016 23:45;220;8.509;KWH;05.08.2016 08:45;05.08.2016 23:45;220;0.000;KAH
05.08.2016 09:00;06.08.2016 00:00;220;8.201;KWH;05.08.2016 09:00;06.08.2016 00:00;220;3.388;KAH;05.08.2016 09:00;06.08.2016 00:00;220;8.498;KWH;05.08.2016 09:00;06.08.2016 00:00;220;0.000;KAH
05.08.2016 09:15;06.08.2016 00:15;220;6.667;KWH;05.08.2016 09:15;06.08.2016 00:15;220;3.063;KAH;05.08.2016 09:15;06.08.2016 00:15;220;8.488;KWH;05.08.2016 09:15;06.08.2016 00:15;220;0.000;KAH
05.08.2016 09:30;06.08.2016 00:30;220;7.213;KWH;05.08.2016 09:30;06.08.2016 00:30;220;3.188;KAH;05.08.2016 09:30;06.08.2016 00:30;220;8.384;KWH;05.08.2016 09:30;06.08.2016 00:30;220;0.000;KAH
05.08.2016 09:45;06.08.2016 00:45;220;7.616;KWH;05.08.2016 09:45;06.08.2016 00:45;220;3.338;KAH;05.08.2016 09:45;06.08.2016 00:45;220;8.363;KWH;05.08.2016 09:45;06.08.2016 00:45;220;0.000;KAH
05.08.2016 10:00;06.08.2016 01:00;220;8.786;KWH;05.08.2016 10:00;06.08.2016 01:00;220;3.638;KAH;05.08.2016 10:00;06.08.2016 01:00;220;8.353;KWH;05.08.2016 10:00;06.08.2016 01:00;220;0.000;KAH
05.08.2016 10:15;06.08.2016 01:15;220;10.736;KWH;05.08.2016 10:15;06.08.2016 01:15;220;4.163;KAH;05.08.2016 10:15;06.08.2016 01:15;220;8.342;KWH;05.08.2016 10:15;06.08.2016 01:15;220;0.000;KAH
05.08.2016 10:30;06.08.2016 01:30;220;10.866;KWH;05.08.2016 10:30;06.08.2016 01:30;220;3.538;KAH;05.08.2016 10:30;06.08.2016 01:30;220;8.353;KWH;05.08.2016 10:30;06.08.2016 01:30;220;0.000;KAH
05.08.2016 10:45;06.08.2016 01:45;220;9.254;KWH;05.08.2016 10:45;06.08.2016 01:45;220;3.563;KAH;05.08.2016 10:45;06.08.2016 01:45;220;8.342;KWH;05.08.2016 10:45;06.08.2016 01:45;220;0.000;KAH
05.08.2016 11:00;06.08.2016 02:00;220;10.047;KWH;05.08.2016 11:00;06.08.2016 02:00;220;4.200;KAH;05.08.2016 11:00;06.08.2016 02:00;220;8.342;KWH;05.08.2016 11:00;06.08.2016 02:00;220;0.000;KAH
05.08.2016 11:15;06.08.2016 02:15;220;11.425;KWH;05.08.2016 11:15;06.08.2016 02:15;220;4.000;KAH;05.08.2016 11:15;06.08.2016 02:15;220;8.311;KWH;05.08.2016 11:15;06.08.2016 02:15;220;0.000;KAH
05.08.2016 11:30;06.08.2016 02:30;220;10.866;KWH;05.08.2016 11:30;06.08.2016 02:30;220;3.925;KAH;05.08.2016 11:30;06.08.2016 02:30;220;8.311;KWH;05.08.2016 11:30;06.08.2016 02:30;220;0.000;KAH
05.08.2016 11:45;06.08.2016 02:45;220;11.633;KWH;05.08.2016 11:45;06.08.2016 02:45;220;4.463;KAH;05.08.2016 11:45;06.08.2016 02:45;220;8.311;KWH;05.08.2016 11:45;06.08.2016 02:45;220;0.000;KAH
05.08.2016 12:00;06.08.2016 03:00;220;10.853;KWH;05.08.2016 12:00;06.08.2016 03:00;220;4.013;KAH;05.08.2016 12:00;06.08.2016 03:00;220;8.321;KWH;05.08.2016 12:00;06.08.2016 03:00;220;0.000;KAH
05.08.2016 12:15;06.08.2016 03:15;220;12.140;KWH;05.08.2016 12:15;06.08.2016 03:15;220;4.625;KAH;05.08.2016 12:15;06.08.2016 03:15;220;8.321;KWH;05.08.2016 12:15;06.08.2016 03:15;220;0.000;KAH
05.08.2016 12:30;06.08.2016 03:30;220;10.918;KWH;05.08.2016 12:30;06.08.2016 03:30;220;3.938;KAH;05.08.2016 12:30;06.08.2016 03:30;220;8.363;KWH;05.08.2016 12:30;06.08.2016 03:30;220;0.000;KAH
05.08.2016 12:45;06.08.2016 03:45;220;12.010;KWH;05.08.2016 12:45;06.08.2016 03:45;220;4.513;KAH;05.08.2016 12:45;06.08.2016 03:45;220;8.321;KWH;05.08.2016 12:45;06.08.2016 03:45;220;0.000;KAH
05.08.2016 13:00;06.08.2016 04:00;220;10.671;KWH;05.08.2016 13:00;06.08.2016 04:00;220;3.900;KAH;05.08.2016 13:00;06.08.2016 04:00;220;8.311;KWH;05.08.2016 13:00;06.08.2016 04:00;220;0.000;KAH
05.08.2016 13:15;06.08.2016 04:15;220;12.049;KWH;05.08.2016 13:15;06.08.2016 04:15;220;4.888;KAH;05.08.2016 13:15;06.08.2016 04:15;220;8.321;KWH;05.08.2016 13:15;06.08.2016 04:15;220;0.000;KAH
05.08.2016 13:30;06.08.2016 04:30;220;10.281;KWH;05.08.2016 13:30;06.08.2016 04:30;220;4.050;KAH;05.08.2016 13:30;06.08.2016 04:30;220;8.321;KWH;05.08.2016 13:30;06.08.2016 04:30;220;0.000;KAH
05.08.2016 13:45;06.08.2016 04:45;220;11.308;KWH;05.08.2016 13:45;06.08.2016 04:45;220;4.975;KAH;05.08.2016 13:45;06.08.2016 04:45;220;8.290;KWH;05.08.2016 13:45;06.08.2016 04:45;220;0.000;KAH
05.08.2016 14:00;06.08.2016 05:00;220;9.891;KWH;05.08.2016 14:00;06.08.2016 05:00;220;4.288;KAH;05.08.2016 14:00;06.08.2016 05:00;220;8.280;KWH;05.08.2016 14:00;06.08.2016 05:00;220;0.000;KAH
05.08.2016 14:15;06.08.2016 05:15;220;11.152;KWH;05.08.2016 14:15;06.08.2016 05:15;220;4.913;KAH;05.08.2016 14:15;06.08.2016 05:15;220;8.269;KWH;05.08.2016 14:15;06.08.2016 05:15;220;0.000;KAH
05.08.2016 14:30;06.08.2016 05:30;220;9.358;KWH;05.08.2016 14:30;06.08.2016 05:30;220;4.175;KAH;05.08.2016 14:30;06.08.2016 05:30;220;8.301;KWH;05.08.2016 14:30;06.08.2016 05:30;220;0.000;KAH
05.08.2016 14:45;06.08.2016 05:45;220;8.760;KWH;05.08.2016 14:45;06.08.2016 05:45;220;4.713;KAH;05.08.2016 14:45;06.08.2016 05:45;220;8.280;KWH;05.08.2016 14:45;06.08.2016 05:45;220;0.000;KAH
05.08.2016 15:00;06.08.2016 06:00;220;8.058;KWH;05.08.2016 15:00;06.08.2016 06:00;220;4.313;KAH;05.08.2016 15:00;06.08.2016 06:00;220;8.301;KWH;05.08.2016 15:00;06.08.2016 06:00;220;0.000;KAH
05.08.2016 15:15;06.08.2016 06:15;220;8.838;KWH;05.08.2016 15:15;06.08.2016 06:15;220;4.138;KAH;05.08.2016 15:15;06.08.2016 06:15;220;8.311;KWH;05.08.2016 15:15;06.08.2016 06:15;220;0.000;KAH
05.08.2016 15:30;06.08.2016 06:30;220;7.876;KWH;05.08.2016 15:30;06.08.2016 06:30;220;2.800;KAH;05.08.2016 15:30;06.08.2016 06:30;220;8.311;KWH;05.08.2016 15:30;06.08.2016 06:30;220;0.000;KAH
05.08.2016 15:45;06.08.2016 06:45;220;7.980;KWH;05.08.2016 15:45;06.08.2016 06:45;220;3.213;KAH;05.08.2016 15:45;06.08.2016 06:45;220;8.321;KWH;05.08.2016 15:45;06.08.2016 06:45;220;0.000;KAH
05.08.2016 16:00;06.08.2016 07:00;220;7.551;KWH;05.08.2016 16:00;06.08.2016 07:00;220;3.063;KAH;05.08.2016 16:00;06.08.2016 07:00;220;8.290;KWH;05.08.2016 16:00;06.08.2016 07:00;220;0.000;KAH
05.08.2016 16:15;06.08.2016 07:15;220;9.800;KWH;05.08.2016 16:15;06.08.2016 07:15;220;4.550;KAH;05.08.2016 16:15;06.08.2016 07:15;220;8.290;KWH;05.08.2016 16:15;06.08.2016 07:15;220;0.000;KAH
05.08.2016 16:30;06.08.2016 07:30;220;8.981;KWH;05.08.2016 16:30;06.08.2016 07:30;220;4.488;KAH;05.08.2016 16:30;06.08.2016 07:30;220;8.290;KWH;05.08.2016 16:30;06.08.2016 07:30;220;0.000;KAH
05.08.2016 16:45;06.08.2016 07:45;220;8.981;KWH;05.08.2016 16:45;06.08.2016 07:45;220;4.600;KAH;05.08.2016 16:45;06.08.2016 07:45;220;8.269;KWH;05.08.2016 16:45;06.08.2016 07:45;220;0.000;KAH
05.08.2016 17:00;06.08.2016 08:00;220;10.190;KWH;05.08.2016 17:00;06.08.2016 08:00;220;4.538;KAH;05.08.2016 17:00;06.08.2016 08:00;220;8.269;KWH;05.08.2016 17:00;06.08.2016 08:00;220;0.000;KAH
05.08.2016 17:15;06.08.2016 08:15;220;10.385;KWH;05.08.2016 17:15;06.08.2016 08:15;220;4.400;KAH;05.08.2016 17:15;06.08.2016 08:15;220;8.249;KWH;05.08.2016 17:15;06.08.2016 08:15;220;0.000;KAH
05.08.2016 17:30;06.08.2016 08:30;220;10.489;KWH;05.08.2016 17:30;06.08.2016 08:30;220;4.525;KAH;05.08.2016 17:30;06.08.2016 08:30;220;8.238;KWH;05.08.2016 17:30;06.08.2016 08:30;220;0.000;KAH
05.08.2016 17:45;06.08.2016 08:45;220;11.386;KWH;05.08.2016 17:45;06.08.2016 08:45;220;4.400;KAH;05.08.2016 17:45;06.08.2016 08:45;220;8.259;KWH;05.08.2016 17:45;06.08.2016 08:45;220;0.000;KAH
05.08.2016 18:00;06.08.2016 09:00;220;10.489;KWH;05.08.2016 18:00;06.08.2016 09:00;220;4.513;KAH;05.08.2016 18:00;06.08.2016 09:00;220;8.249;KWH;05.08.2016 18:00;06.08.2016 09:00;220;0.000;KAH
05.08.2016 18:15;06.08.2016 09:15;220;9.878;KWH;05.08.2016 18:15;06.08.2016 09:15;220;4.200;KAH;05.08.2016 18:15;06.08.2016 09:15;220;8.249;KWH;05.08.2016 18:15;06.08.2016 09:15;220;0.000;KAH
05.08.2016 18:30;06.08.2016 09:30;220;10.008;KWH;05.08.2016 18:30;06.08.2016 09:30;220;4.300;KAH;05.08.2016 18:30;06.08.2016 09:30;220;8.259;KWH;05.08.2016 18:30;06.08.2016 09:30;220;0.000;KAH
05.08.2016 18:45;06.08.2016 09:45;220;10.710;KWH;05.08.2016 18:45;06.08.2016 09:45;220;4.013;KAH;05.08.2016 18:45;06.08.2016 09:45;220;8.238;KWH;05.08.2016 18:45;06.08.2016 09:45;220;0.000;KAH
05.08.2016 19:00;06.08.2016 10:00;220;10.931;KWH;05.08.2016 19:00;06.08.2016 10:00;220;4.425;KAH;05.08.2016 19:00;06.08.2016 10:00;220;6.241;KWH;05.08.2016 19:00;06.08.2016 10:00;220;0.000;KAH
05.08.2016 19:15;06.08.2016 10:15;220;10.762;KWH;05.08.2016 19:15;06.08.2016 10:15;220;4.000;KAH;05.08.2016 19:15;06.08.2016 10:15;220;0.740;KWH;05.08.2016 19:15;06.08.2016 10:15;220;0.000;KAH
05.08.2016 19:30;06.08.2016 10:30;220;11.997;KWH;05.08.2016 19:30;06.08.2016 10:30;220;4.688;KAH;05.08.2016 19:30;06.08.2016 10:30;220;0.501;KWH;05.08.2016 19:30;06.08.2016 10:30;220;0.000;KAH
05.08.2016 19:45;06.08.2016 10:45;220;11.308;KWH;05.08.2016 19:45;06.08.2016 10:45;220;4.225;KAH;05.08.2016 19:45;06.08.2016 10:45;220;0.490;KWH;05.08.2016 19:45;06.08.2016 10:45;220;0.000;KAH
05.08.2016 20:00;06.08.2016 11:00;220;11.815;KWH;05.08.2016 20:00;06.08.2016 11:00;220;4.675;KAH;05.08.2016 20:00;06.08.2016 11:00;220;0.490;KWH;05.08.2016 20:00;06.08.2016 11:00;220;0.000;KAH
05.08.2016 20:15;06.08.2016 11:15;220;11.243;KWH;05.08.2016 20:15;06.08.2016 11:15;220;4.138;KAH;05.08.2016 20:15;06.08.2016 11:15;220;0.501;KWH;05.08.2016 20:15;06.08.2016 11:15;220;0.000;KAH
05.08.2016 20:30;06.08.2016 11:30;220;12.062;KWH;05.08.2016 20:30;06.08.2016 11:30;220;4.613;KAH;05.08.2016 20:30;06.08.2016 11:30;220;0.490;KWH;05.08.2016 20:30;06.08.2016 11:30;220;0.000;KAH
05.08.2016 20:45;06.08.2016 11:45;220;11.334;KWH;05.08.2016 20:45;06.08.2016 11:45;220;4.263;KAH;05.08.2016 20:45;06.08.2016 11:45;220;0.490;KWH;05.08.2016 20:45;06.08.2016 11:45;220;0.000;KAH
05.08.2016 21:00;06.08.2016 12:00;220;11.477;KWH;05.08.2016 21:00;06.08.2016 12:00;220;4.388;KAH;05.08.2016 21:00;06.08.2016 12:00;220;0.490;KWH;05.08.2016 21:00;06.08.2016 12:00;220;0.000;KAH
05.08.2016 21:15;06.08.2016 12:15;220;11.685;KWH;05.08.2016 21:15;06.08.2016 12:15;220;4.388;KAH;05.08.2016 21:15;06.08.2016 12:15;220;0.501;KWH;05.08.2016 21:15;06.08.2016 12:15;220;0.000;KAH
05.08.2016 21:30;06.08.2016 12:30;220;10.957;KWH;05.08.2016 21:30;06.08.2016 12:30;220;4.163;KAH;05.08.2016 21:30;06.08.2016 12:30;220;0.501;KWH;05.08.2016 21:30;06.08.2016 12:30;220;0.000;KAH
05.08.2016 21:45;06.08.2016 12:45;220;11.789;KWH;05.08.2016 21:45;06.08.2016 12:45;220;4.613;KAH;05.08.2016 21:45;06.08.2016 12:45;220;0.490;KWH;05.08.2016 21:45;06.08.2016 12:45;220;0.000;KAH
05.08.2016 22:00;06.08.2016 13:00;220;10.359;KWH;05.08.2016 22:00;06.08.2016 13:00;220;4.138;KAH;05.08.2016 22:00;06.08.2016 13:00;220;0.501;KWH;05.08.2016 22:00;06.08.2016 13:00;220;0.000;KAH
05.08.2016 22:15;06.08.2016 13:15;220;10.515;KWH;05.08.2016 22:15;06.08.2016 13:15;220;4.438;KAH;05.08.2016 22:15;06.08.2016 13:15;220;0.480;KWH;05.08.2016 22:15;06.08.2016 13:15;220;0.000;KAH
05.08.2016 22:30;06.08.2016 13:30;220;9.878;KWH;05.08.2016 22:30;06.08.2016 13:30;220;4.175;KAH;05.08.2016 22:30;06.08.2016 13:30;220;0.480;KWH;05.08.2016 22:30;06.08.2016 13:30;220;0.000;KAH
05.08.2016 22:45;06.08.2016 13:45;220;9.449;KWH;05.08.2016 22:45;06.08.2016 13:45;220;4.125;KAH;05.08.2016 22:45;06.08.2016 13:45;220;0.490;KWH;05.08.2016 22:45;06.08.2016 13:45;220;0.000;KAH
05.08.2016 23:00;06.08.2016 14:00;220;7.837;KWH;05.08.2016 23:00;06.08.2016 14:00;220;2.913;KAH;05.08.2016 23:00;06.08.2016 14:00;220;0.480;KWH;05.08.2016 23:00;06.08.2016 14:00;220;0.000;KAH
05.08.2016 23:15;06.08.2016 14:15;220;6.823;KWH;05.08.2016 23:15;06.08.2016 14:15;220;2.288;KAH;05.08.2016 23:15;06.08.2016 14:15;220;0.480;KWH;05.08.2016 23:15;06.08.2016 14:15;220;0.000;KAH
05.08.2016 23:30;06.08.2016 14:30;220;6.251;KWH;05.08.2016 23:30;06.08.2016 14:30;220;3.000;KAH;05.08.2016 23:30;06.08.2016 14:30;220;0.480;KWH;05.08.2016 23:30;06.08.2016 14:30;220;0.000;KAH
06.08.2016 00:00;06.08.2016 15:00;220;3.807;KWH;06.08.2016 00:00;06.08.2016 15:00;220;2.063;KAH;06.08.2016 00:00;06.08.2016 15:00;220;0.480;KWH;06.08.2016 00:00;06.08.2016 15:00;220;0.000;KAH
06.08.2016 00:15;06.08.2016 15:15;220;4.028;KWH;06.08.2016 00:15;06.08.2016 15:15;220;2.313;KAH;06.08.2016 00:15;06.08.2016 15:15;220;0.480;KWH;06.08.2016 00:15;06.08.2016 15:15;220;0.000;KAH
06.08.2016 00:30;06.08.2016 15:30;220;5.029;KWH;06.08.2016 00:30;06.08.2016 15:30;220;2.975;KAH;06.08.2016 00:30;06.08.2016 15:30;220;0.480;KWH;06.08.2016 00:30;06.08.2016 15:30;220;0.000;KAH
06.08.2016 00:45;06.08.2016 15:45;220;3.898;KWH;06.08.2016 00:45;06.08.2016 15:45;220;2.300;KAH;06.08.2016 00:45;06.08.2016 15:45;220;0.480;KWH;06.08.2016 00:45;06.08.2016 15:45;220;0.000;KAH
06.08.2016 01:00;06.08.2016 16:00;220;3.989;KWH;06.08.2016 01:00;06.08.2016 16:00;220;2.238;KAH;06.08.2016 01:00;06.08.2016 16:00;220;0.469;KWH;06.08.2016 01:00;06.08.2016 16:00;220;0.000;KAH
06.08.2016 01:15;06.08.2016 16:15;220;4.873;KWH;06.08.2016 01:15;06.08.2016 16:15;220;2.813;KAH;06.08.2016 01:15;06.08.2016 16:15;220;0.480;KWH;06.08.2016 01:15;06.08.2016 16:15;220;0.000;KAH
06.08.2016 01:30;06.08.2016 16:30;220;3.963;KWH;06.08.2016 01:30;06.08.2016 16:30;220;2.275;KAH;06.08.2016 01:30;06.08.2016 16:30;220;0.480;KWH;06.08.2016 01:30;06.08.2016 16:30;220;0.000;KAH
06.08.2016 01:45;06.08.2016 16:45;220;3.950;KWH;06.08.2016 01:45;06.08.2016 16:45;220;2.300;KAH;06.08.2016 01:45;06.08.2016 16:45;220;0.480;KWH;06.08.2016 01:45;06.08.2016 16:45;220;0.000;KAH
06.08.2016 02:00;06.08.2016 17:00;220;4.093;KWH;06.08.2016 02:00;06.08.2016 17:00;220;2.388;KAH;06.08.2016 02:00;06.08.2016 17:00;220;0.480;KWH;06.08.2016 02:00;06.08.2016 17:00;220;0.000;KAH
06.08.2016 02:15;06.08.2016 17:15;220;4.938;KWH;06.08.2016 02:15;06.08.2016 17:15;220;2.988;KAH;06.08.2016 02:15;06.08.2016 17:15;220;0.480;KWH;06.08.2016 02:15;06.08.2016 17:15;220;0.000;KAH
06.08.2016 02:30;06.08.2016 17:30;220;3.976;KWH;06.08.2016 02:30;06.08.2016 17:30;220;2.363;KAH;06.08.2016 02:30;06.08.2016 17:30;220;0.480;KWH;06.08.2016 02:30;06.08.2016 17:30;220;0.000;KAH
06.08.2016 02:45;06.08.2016 17:45;220;4.054;KWH;06.08.2016 02:45;06.08.2016 17:45;220;2.450;KAH;06.08.2016 02:45;06.08.2016 17:45;220;0.480;KWH;06.08.2016 02:45;06.08.2016 17:45;220;0.000;KAH
06.08.2016 03:00;06.08.2016 18:00;220;3.937;KWH;06.08.2016 03:00;06.08.2016 18:00;220;2.338;KAH;06.08.2016 03:00;06.08.2016 18:00;220;0.469;KWH;06.08.2016 03:00;06.08.2016 18:00;220;0.000;KAH
06.08.2016 03:15;06.08.2016 18:15;220;3.989;KWH;06.08.2016 03:15;06.08.2016 18:15;220;2.300;KAH;06.08.2016 03:15;06.08.2016 18:15;220;0.480;KWH;06.08.2016 03:15;06.08.2016 18:15;220;0.000;KAH
06.08.2016 03:30;06.08.2016 18:30;220;3.547;KWH;06.08.2016 03:30;06.08.2016 18:30;220;2.000;KAH;06.08.2016 03:30;06.08.2016 18:30;220;0.480;KWH;06.08.2016 03:30;06.08.2016 18:30;220;0.000;KAH
06.08.2016 03:45;06.08.2016 18:45;220;3.898;KWH;06.08.2016 03:45;06.08.2016 18:45;220;2.213;KAH;06.08.2016 03:45;06.08.2016 18:45;220;0.480;KWH;06.08.2016 03:45;06.08.2016 18:45;220;0.000;KAH
06.08.2016 04:00;06.08.2016 19:00;220;3.742;KWH;06.08.2016 04:00;06.08.2016 19:00;220;2.100;KAH;06.08.2016 04:00;06.08.2016 19:00;220;0.480;KWH;06.08.2016 04:00;06.08.2016 19:00;220;0.000;KAH
06.08.2016 04:15;06.08.2016 19:15;220;3.742;KWH;06.08.2016 04:15;06.08.2016 19:15;220;2.138;KAH;06.08.2016 04:15;06.08.2016 19:15;220;0.469;KWH;06.08.2016 04:15;06.08.2016 19:15;220;0.000;KAH
